LineId,Date,Time,Pid,Level,Component,Content,EventId,EventTemplate,ParameterList
15,I0819,15:12:22.862084,6,endpoints.go:136],"Endpoints found for Service ""play/highlighting""","[{10.42.1.41 80 &ObjectReference{Kind:Pod,Namespace:play,Name:highlighting-cf8c6d8fd-bhrwr,UID:a41a7cdb-27c5-4a05-9bbd-08a787cddd4d,APIVersion:,ResourceVersion:40099147,FieldPath:,}} {10.42.17.48 80 &ObjectReference{Kind:Pod,Namespace:play,Name:highlighting-cf8c6d8fd-mp2vf,UID:c0779589-300c-457c-b2fe-f3a0aa5ac7d6,APIVersion:,ResourceVersion:40664452,FieldPath:,}} {10.42.2.183 80 &ObjectReference{Kind:Pod,Namespace:play,Name:highlighting-cf8c6d8fd-v6gdl,UID:bd03b5cc-1cb4-4b1c-b8af-c3a1492063b9,APIVersion:,ResourceVersion:40689353,FieldPath:,}}]",a761a717,"[{<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:highlighting-cf8c6d8fd-bhrwr,UID:a41a7cdb-27c5-4a05-9bbd-08a787cddd4d,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:highlighting-cf8c6d8fd-mp2vf,UID:c0779589-300c-457c-b2fe-f3a0aa5ac7d6,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:highlighting-cf8c6d8fd-v6gdl,UID:bd03b5cc-1cb4-4b1c-b8af-c3a1492063b9,APIVersion:,ResourceVersion:<*>,FieldPath:,}}]","['10.42.1.41 80', '40099147', '10.42.17.48 80', '40664452', '10.42.2.183 80', '40689353']"
16,I0819,15:12:22.862186,6,endpoints.go:136],"Endpoints found for Service ""play/https""","[{10.42.1.181 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:https-6ddc6b4578-nhqvk,UID:dd0df7af-3fdd-4cf0-8d94-e47123d4ed98,APIVersion:,ResourceVersion:34927522,FieldPath:,}} {10.42.13.122 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:https-6ddc6b4578-4ljw2,UID:7e897606-beb7-47cd-a301-7a494ee8443f,APIVersion:,ResourceVersion:40099108,FieldPath:,}} {10.42.8.97 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:https-6ddc6b4578-rsk9f,UID:cf99910a-bd20-49da-9727-4b5926c79ddc,APIVersion:,ResourceVersion:40099692,FieldPath:,}}]",815e208d,"[{<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:https-6ddc6b4578-nhqvk,UID:dd0df7af-3fdd-4cf0-8d94-e47123d4ed98,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:https-6ddc6b4578-4ljw2,UID:7e897606-beb7-47cd-a301-7a494ee8443f,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:https-6ddc6b4578-rsk9f,UID:cf99910a-bd20-49da-<*>-4b5926c79ddc,APIVersion:,ResourceVersion:<*>,FieldPath:,}}]","['10.42.1.181 8080', '34927522', '10.42.13.122 8080', '40099108', '10.42.8.97 8080', '9727', '40099692']"
17,I0819,15:12:22.862291,6,endpoints.go:136],"Endpoints found for Service ""play/icu-chinese""","[{10.42.13.131 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:icu-chinese-75b84fc679-g8fhb,UID:4e0d11ce-954f-4a85-97fb-5d06d370138a,APIVersion:,ResourceVersion:40649591,FieldPath:,}} {10.42.17.52 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:icu-chinese-75b84fc679-c8r2x,UID:423a0a4e-ba38-4a36-8f81-8e18c548f844,APIVersion:,ResourceVersion:40692545,FieldPath:,}} {10.42.2.138 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:icu-chinese-75b84fc679-kr4sb,UID:e9a46831-73fa-4a2f-8a17-f6be48f5190b,APIVersion:,ResourceVersion:40577986,FieldPath:,}}]",5950c206,"[{<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:icu-chinese-75b84fc679-g8fhb,UID:4e0d11ce-954f-4a85-97fb-5d06d370138a,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:icu-chinese-75b84fc679-c8r2x,UID:423a0a4e-ba38-4a36-8f81-8e18c548f844,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:icu-chinese-75b84fc679-kr4sb,UID:e9a46831-73fa-4a2f-8a17-f6be48f5190b,APIVersion:,ResourceVersion:<*>,FieldPath:,}}]","['10.42.13.131 8080', '40649591', '10.42.17.52 8080', '40692545', '10.42.2.138 8080', '40577986']"
18,I0819,15:12:22.862372,6,endpoints.go:136],"Endpoints found for Service ""play/json""","[{10.42.13.42 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:json-55d974686c-j4w7h,UID:e757eadb-cbac-4080-a18f-f0688e625539,APIVersion:,ResourceVersion:37729011,FieldPath:,}} {10.42.15.168 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:json-55d974686c-ggnx4,UID:f25d4a8b-6fda-4d30-92a0-3cf9ac734779,APIVersion:,ResourceVersion:40099772,FieldPath:,}} {10.42.16.214 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:json-55d974686c-tdtgj,UID:045efca3-826f-43b9-bc7e-07b968602c01,APIVersion:,ResourceVersion:30822715,FieldPath:,}}]",5ae51c22,"[{<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:json-55d974686c-j4w7h,UID:e757eadb-cbac-<*>-a18f-f0688e625539,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:json-55d974686c-ggnx4,UID:f25d4a8b-6fda-4d30-92a0-3cf9ac734779,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:json-55d974686c-tdtgj,UID:045efca3-826f-43b9-bc7e-07b968602c01,APIVersion:,ResourceVersion:<*>,FieldPath:,}}]","['10.42.13.42 8080', '4080', '37729011', '10.42.15.168 8080', '40099772', '10.42.16.214 8080', '30822715']"
19,I0819,15:12:22.862454,6,endpoints.go:136],"Endpoints found for Service ""play/maindelta""","[{10.42.13.129 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:maindelta-5797df46d4-5pt5k,UID:25b2dbbe-84f5-4ebd-8b6f-5b186777db26,APIVersion:,ResourceVersion:40306985,FieldPath:,}} {10.42.15.107 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:maindelta-5797df46d4-fnm2g,UID:cc6a1f5d-5bc1-4e98-a76d-eb2c815d2b1e,APIVersion:,ResourceVersion:37967105,FieldPath:,}} {10.42.2.159 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:maindelta-5797df46d4-f5x5b,UID:a38b3b82-00ea-40f7-aebc-d8aeee41eff1,APIVersion:,ResourceVersion:40664234,FieldPath:,}}]",9e8702a0,"[{<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:maindelta-5797df46d4-5pt5k,UID:25b2dbbe-84f5-4ebd-8b6f-5b186777db26,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:maindelta-5797df46d4-fnm2g,UID:cc6a1f5d-5bc1-4e98-a76d-eb2c815d2b1e,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:maindelta-5797df46d4-f5x5b,UID:a38b3b82-00ea-40f7-aebc-d8aeee41eff1,APIVersion:,ResourceVersion:<*>,FieldPath:,}}]","['10.42.13.129 8080', '40306985', '10.42.15.107 8080', '37967105', '10.42.2.159 8080', '40664234']"
20,I0819,15:12:22.862530,6,endpoints.go:136],"Endpoints found for Service ""play/mlt""","[{10.42.1.18 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:mlt-594b758c9-wsv45,UID:04c988f7-c3ce-46c5-951e-0a400596ec86,APIVersion:,ResourceVersion:38173234,FieldPath:,}} {10.42.13.127 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:mlt-594b758c9-z9tt8,UID:a9ea332a-a92c-4d50-a8be-2eb87dd4d334,APIVersion:,ResourceVersion:30081730,FieldPath:,}} {10.42.16.97 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:mlt-594b758c9-bcmms,UID:b416781c-54c8-4012-abec-90b6f526214b,APIVersion:,ResourceVersion:37383923,FieldPath:,}}]",386c9baf,"[{<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:mlt-594b758c9-wsv45,UID:04c988f7-c3ce-46c5-951e-0a400596ec86,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:mlt-594b758c9-z9tt8,UID:a9ea332a-a92c-4d50-a8be-2eb87dd4d334,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:mlt-594b758c9-bcmms,UID:b416781c-54c8-<*>-abec-90b6f526214b,APIVersion:,ResourceVersion:<*>,FieldPath:,}}]","['10.42.1.18 8080', '38173234', '10.42.13.127 8080', '30081730', '10.42.16.97 8080', '4012', '37383923']"
21,I0819,15:12:22.862604,6,endpoints.go:136],"Endpoints found for Service ""play/mlt""","[{10.42.1.18 80 &ObjectReference{Kind:Pod,Namespace:play,Name:mlt-594b758c9-wsv45,UID:04c988f7-c3ce-46c5-951e-0a400596ec86,APIVersion:,ResourceVersion:38173234,FieldPath:,}} {10.42.13.127 80 &ObjectReference{Kind:Pod,Namespace:play,Name:mlt-594b758c9-z9tt8,UID:a9ea332a-a92c-4d50-a8be-2eb87dd4d334,APIVersion:,ResourceVersion:30081730,FieldPath:,}} {10.42.16.97 80 &ObjectReference{Kind:Pod,Namespace:play,Name:mlt-594b758c9-bcmms,UID:b416781c-54c8-4012-abec-90b6f526214b,APIVersion:,ResourceVersion:37383923,FieldPath:,}}]",386c9baf,"[{<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:mlt-594b758c9-wsv45,UID:04c988f7-c3ce-46c5-951e-0a400596ec86,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:mlt-594b758c9-z9tt8,UID:a9ea332a-a92c-4d50-a8be-2eb87dd4d334,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:mlt-594b758c9-bcmms,UID:b416781c-54c8-<*>-abec-90b6f526214b,APIVersion:,ResourceVersion:<*>,FieldPath:,}}]","['10.42.1.18 80', '38173234', '10.42.13.127 80', '30081730', '10.42.16.97 80', '4012', '37383923']"
22,I0819,15:12:22.862682,6,endpoints.go:136],"Endpoints found for Service ""play/mysql""","[{10.42.1.38 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:mysql-8c4688988-mjg4l,UID:aa26a5e1-739a-4876-97eb-72d86691beef,APIVersion:,ResourceVersion:40099092,FieldPath:,}} {10.42.13.128 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:mysql-8c4688988-6xg8d,UID:948a26b2-8256-4ffa-9936-923365fc30fa,APIVersion:,ResourceVersion:40269245,FieldPath:,}} {10.42.17.253 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:mysql-8c4688988-7xwlh,UID:5de064be-2c57-4c40-985a-41c3dc2c1ccf,APIVersion:,ResourceVersion:40232988,FieldPath:,}} {10.42.8.74 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:mysql-8c4688988-lrlmq,UID:18c1803f-e2fa-4f33-ad5e-e393404d753a,APIVersion:,ResourceVersion:40669608,FieldPath:,}}]",e38979c6,"[{<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:mysql-8c4688988-mjg4l,UID:aa26a5e1-739a-<*>-97eb-72d86691beef,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:mysql-8c4688988-6xg8d,UID:948a26b2-<*>-4ffa-<*>-923365fc30fa,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:mysql-8c4688988-7xwlh,UID:5de064be-2c57-4c40-985a-41c3dc2c1ccf,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:mysql-8c4688988-lrlmq,UID:18c1803f-e2fa-4f33-ad5e-e393404d753a,APIVersion:,ResourceVersion:<*>,FieldPath:,}}]","['10.42.1.38 8080', '4876', '40099092', '10.42.13.128 8080', '8256', '9936', '40269245', '10.42.17.253 8080', '40232988', '10.42.8.74 8080', '40669608']"
23,I0819,15:12:22.862783,6,endpoints.go:136],"Endpoints found for Service ""play/pq""","[{10.42.13.73 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:pq-f6f867f-blrzk,UID:af52d91f-cde3-49d6-bd3a-f2136b4db139,APIVersion:,ResourceVersion:39162354,FieldPath:,}} {10.42.15.158 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:pq-f6f867f-qfv4g,UID:dc3d8dc5-c049-4f36-869a-a895a6ad53b4,APIVersion:,ResourceVersion:38197119,FieldPath:,}} {10.42.16.137 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:pq-f6f867f-754dd,UID:d3741a1d-03f9-451f-9f45-4f968864d318,APIVersion:,ResourceVersion:39315608,FieldPath:,}}]",9e4f2c3b,"[{<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:pq-f6f867f-blrzk,UID:af52d91f-cde3-49d6-bd3a-f2136b4db139,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:pq-f6f867f-qfv4g,UID:dc3d8dc5-c049-4f36-869a-a895a6ad53b4,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:pq-f6f867f-754dd,UID:d3741a1d-03f9-451f-9f45-4f968864d318,APIVersion:,ResourceVersion:<*>,FieldPath:,}}]","['10.42.13.73 8080', '39162354', '10.42.15.158 8080', '38197119', '10.42.16.137 8080', '39315608']"
24,I0819,15:12:22.862863,6,endpoints.go:136],"Endpoints found for Service ""play/replication""","[{10.42.13.147 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:replication-88dbf9c79-pknq6,UID:334b6faa-0b51-49cb-9bdb-c1baf1e37ca7,APIVersion:,ResourceVersion:40731107,FieldPath:,}} {10.42.16.149 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:replication-88dbf9c79-nt4cc,UID:669e128e-61da-4e34-b34a-22a2b06aa04c,APIVersion:,ResourceVersion:40725448,FieldPath:,}} {10.42.17.53 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:replication-88dbf9c79-ntl24,UID:0fdac90b-a839-49b8-9950-d0cab0e3e3c8,APIVersion:,ResourceVersion:40701843,FieldPath:,}}]",dd7e5477,"[{<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:replication-88dbf9c79-pknq6,UID:334b6faa-0b51-49cb-9bdb-c1baf1e37ca7,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:replication-88dbf9c79-nt4cc,UID:669e128e-61da-4e34-b34a-22a2b06aa04c,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:replication-88dbf9c79-ntl24,UID:0fdac90b-a839-49b8-<*>-d0cab0e3e3c8,APIVersion:,ResourceVersion:<*>,FieldPath:,}}]","['10.42.13.147 8080', '40731107', '10.42.16.149 8080', '40725448', '10.42.17.53 8080', '9950', '40701843']"
25,I0819,15:12:22.862941,6,endpoints.go:136],"Endpoints found for Service ""play/replicationfail""","[{10.42.13.139 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:replicationfail-84788d9c8d-8b46z,UID:11e65ee3-c1d6-4596-b68c-c0e6cafab7d0,APIVersion:,ResourceVersion:40674579,FieldPath:,}} {10.42.15.111 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:replicationfail-84788d9c8d-nbxmn,UID:5843aae1-c91a-41b1-8c5c-29104bd179b7,APIVersion:,ResourceVersion:36854289,FieldPath:,}} {10.42.2.160 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:replicationfail-84788d9c8d-cqlmk,UID:0fdb2d0a-0340-48e8-ad46-941773ddee8f,APIVersion:,ResourceVersion:40664330,FieldPath:,}}]",e80787b5,"[{<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:replicationfail-84788d9c8d-8b46z,UID:11e65ee3-c1d6-<*>-b68c-c0e6cafab7d0,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:replicationfail-84788d9c8d-nbxmn,UID:5843aae1-c91a-41b1-8c5c-29104bd179b7,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:replicationfail-84788d9c8d-cqlmk,UID:0fdb2d0a-<*>-48e8-ad46-941773ddee8f,APIVersion:,ResourceVersion:<*>,FieldPath:,}}]","['10.42.13.139 8080', '4596', '40674579', '10.42.15.111 8080', '36854289', '10.42.2.160 8080', '0340', '40664330']"
26,I0819,15:12:22.863018,6,endpoints.go:136],"Endpoints found for Service ""play/rtintro""","[{10.42.16.143 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:rtintro-874c78757-4zf48,UID:fb33915c-1a76-43c9-b2cb-925b346245c1,APIVersion:,ResourceVersion:40269131,FieldPath:,}} {10.42.2.135 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:rtintro-874c78757-7mgmf,UID:7205a868-e142-419c-bb97-1a6a9b316bc7,APIVersion:,ResourceVersion:40548020,FieldPath:,}} {10.42.8.76 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:rtintro-874c78757-5gp8l,UID:b7bbe9e5-aee7-44c8-b3dc-a6451948f400,APIVersion:,ResourceVersion:37745945,FieldPath:,}}]",560578e1,"[{<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:rtintro-874c78757-4zf48,UID:fb33915c-1a76-43c9-b2cb-925b346245c1,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:rtintro-874c78757-7mgmf,UID:7205a868-e142-419c-bb97-1a6a9b316bc7,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:rtintro-874c78757-5gp8l,UID:b7bbe9e5-aee7-44c8-b3dc-a6451948f400,APIVersion:,ResourceVersion:<*>,FieldPath:,}}]","['10.42.16.143 8080', '40269131', '10.42.2.135 8080', '40548020', '10.42.8.76 8080', '37745945']"
27,I0819,15:12:22.863095,6,endpoints.go:136],"Endpoints found for Service ""play/rtmode""","[{10.42.1.249 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:rtmode-6fbcf8565d-hlpf7,UID:55ddbfae-2d9a-4067-84ea-cb2246887a3a,APIVersion:,ResourceVersion:40663011,FieldPath:,}} {10.42.13.47 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:rtmode-6fbcf8565d-nbpxw,UID:f6ac6bd5-c527-4cb3-95ae-31c6d8decc9f,APIVersion:,ResourceVersion:37822865,FieldPath:,}} {10.42.16.132 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:rtmode-6fbcf8565d-dlpvv,UID:9cfa2244-76b2-4cf7-8a95-d0d20d959eee,APIVersion:,ResourceVersion:38664717,FieldPath:,}}]",181b53b0,"[{<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:rtmode-6fbcf8565d-hlpf7,UID:55ddbfae-2d9a-<*>-84ea-cb2246887a3a,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:rtmode-6fbcf8565d-nbpxw,UID:f6ac6bd5-c527-4cb3-95ae-31c6d8decc9f,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:rtmode-6fbcf8565d-dlpvv,UID:9cfa2244-76b2-4cf7-8a95-d0d20d959eee,APIVersion:,ResourceVersion:<*>,FieldPath:,}}]","['10.42.1.249 8080', '4067', '40663011', '10.42.13.47 8080', '37822865', '10.42.16.132 8080', '38664717']"
28,I0819,15:12:22.863184,6,endpoints.go:136],"Endpoints found for Service ""play/simpleautocomplete""","[{10.42.13.146 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:simpleautocomplete-6fb4ffc67b-gk6s4,UID:884575ac-4c14-452e-b76c-73729e181fff,APIVersion:,ResourceVersion:40713778,FieldPath:,}} {10.42.16.147 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:simpleautocomplete-6fb4ffc67b-rc5xx,UID:8e069401-8611-4bbc-9a77-202b42b4fff9,APIVersion:,ResourceVersion:40637671,FieldPath:,}} {10.42.17.47 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:simpleautocomplete-6fb4ffc67b-w5jt5,UID:d6cd1164-2c84-47ff-8e4c-60b1782bc29e,APIVersion:,ResourceVersion:40662648,FieldPath:,}}]",8613e688,"[{<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:simpleautocomplete-6fb4ffc67b-gk6s4,UID:884575ac-4c14-452e-b76c-73729e181fff,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:simpleautocomplete-6fb4ffc67b-rc5xx,UID:8e069401-<*>-4bbc-9a77-202b42b4fff9,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:simpleautocomplete-6fb4ffc67b-w5jt5,UID:d6cd1164-2c84-47ff-8e4c-60b1782bc29e,APIVersion:,ResourceVersion:<*>,FieldPath:,}}]","['10.42.13.146 8080', '40713778', '10.42.16.147 8080', '8611', '40637671', '10.42.17.47 8080', '40662648']"
29,I0819,15:12:22.863257,6,endpoints.go:136],"Endpoints found for Service ""play/simpleautocomplete""","[{10.42.13.146 80 &ObjectReference{Kind:Pod,Namespace:play,Name:simpleautocomplete-6fb4ffc67b-gk6s4,UID:884575ac-4c14-452e-b76c-73729e181fff,APIVersion:,ResourceVersion:40713778,FieldPath:,}} {10.42.16.147 80 &ObjectReference{Kind:Pod,Namespace:play,Name:simpleautocomplete-6fb4ffc67b-rc5xx,UID:8e069401-8611-4bbc-9a77-202b42b4fff9,APIVersion:,ResourceVersion:40637671,FieldPath:,}} {10.42.17.47 80 &ObjectReference{Kind:Pod,Namespace:play,Name:simpleautocomplete-6fb4ffc67b-w5jt5,UID:d6cd1164-2c84-47ff-8e4c-60b1782bc29e,APIVersion:,ResourceVersion:40662648,FieldPath:,}}]",8613e688,"[{<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:simpleautocomplete-6fb4ffc67b-gk6s4,UID:884575ac-4c14-452e-b76c-73729e181fff,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:simpleautocomplete-6fb4ffc67b-rc5xx,UID:8e069401-<*>-4bbc-9a77-202b42b4fff9,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:simpleautocomplete-6fb4ffc67b-w5jt5,UID:d6cd1164-2c84-47ff-8e4c-60b1782bc29e,APIVersion:,ResourceVersion:<*>,FieldPath:,}}]","['10.42.13.146 80', '40713778', '10.42.16.147 80', '8611', '40637671', '10.42.17.47 80', '40662648']"
